CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,ProcessedText,Labels
UgjVMgqlNAhoK3gCoAEC,04kJtp6pVXI,"Oh my God. I fucking love that Arab guy. Such wise words. He is seriously someone who has open eyes to the world. He sees things for how they are, which is so rare in our world today. A big fucking amen to that guy... Wake the fuck up America",1,1,0,0,1,0,0,0,0,0,0,0,oh god fucking love arab guy wise word seriously open eye world see thing rare world today big fucking amen guy wake fuck america,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UgjvtB3VfyMZK3gCoAEC,04kJtp6pVXI,"Mr. Smerconish, you Sir, are not a journalist. NO journalists say or claim to the interview object that he/she is searching for 15mins of fame just for being a part of the interview. And/or just because he/she did not speak in the direction you wanted them to.
- If anything, it is you trying to DEFAME a person. And that is illegal! And you should definitively serve time for that! 
You should go back to school because it is truly obvious that you do not handle the word of mouth with care NOR are you critical enough of the Authorities!
Why would you wait for tons of paper that shows what we all know...That he INDEED ran, stopped, hands in the air and got shot, multiple times. There should be no doubt from your side that this happened if the witnesses says so. There should be, however, an investigative journalist who goes out and ask the people.

Your opinion is NOT superior! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING!  SHAME ON YOU!!! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS!!",1,1,0,1,0,0,0,0,0,0,0,0,"mr smerconish sir journalist journalist claim interview object heshe search min fame interview andor heshe speak direction want 
  try defame person illegal definitively serve time  
 school truly obvious handle word mouth care critical authority 
 wait ton paper show knowthat run stop hand air get shoot multiple time doubt happen witness say investigative journalist go ask people 

 opinion superior chair real reporting    shame shame cnn hire professional","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjvVnP2cOilnngCoAEC,04kJtp6pVXI,"That Arab is rapping 3:14
Go ahead bro....LOL
So getto he is",1,0,0,0,0,1,1,0,0,0,0,0,"arab rap 
 ahead brolol 
 getto","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UgjxJ_ExKvTTXHgCoAEC,04kJtp6pVXI,Isn't this the dude who got knocked out and had his phone stolen in Ferguson?,0,0,0,0,0,0,0,0,0,0,0,0,not dude get knock phone steal ferguson,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjYlZFb9Q4INXgCoAEC,04kJtp6pVXI,"Bassem Masri is an uneducated idiot. Just listen the words coming out of his mouth, he sounds like a stupid little kid. Sorry, but please grow the fuck up and learn the laws instead of repeating ""FREEDOM OF SPEECH"", ""I'M A CITIZEN"", ""GO AHEAD BRO, I'LL LISTEN TO YOU"".

Somebody shut this guy up.",1,1,0,0,1,0,0,0,0,0,0,0,"bassem masri uneducated idiot listen word come mouth sound like stupid little kid sorry grow fuck learn law instead repeat freedom speech m citizen ahead bro ill listen 

 somebody shut guy","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UgjzR_tdZMjDS3gCoAEC,04kJtp6pVXI,"“Do White children deserve to have a future?
Tens of millions of non-Whites flooding into White countries every year will, in a few decades, mean that Whites will be a minority in every country they founded.
Black countries will remain majority Black, and Asian countries will remain majority Asian.
Only White countries will be affected by this. This is genocide under international law.
But anti-Whites don’t call it genocide; they call it diversity.
Diversity means chasing down every last White child.
Anti-racist is a codeword for anti-White.”",1,0,0,0,0,1,1,0,0,0,0,0,"white child deserve future 
 ten million nonwhite flood white country year decade mean white minority country found 
 black country remain majority black asian country remain majority asian 
 white country affect genocide international law 
 antiwhite not genocide diversity 
 diversity mean chase white child 
 antiracist codeword antiwhite","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UgxBjt_X4L_CJVJj5Bd4AaABAg,04kJtp6pVXI,Bassem Masri well said bro!,0,0,0,0,0,0,0,0,0,0,0,0,bassem masri say bro,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgxLEI53zv4W0gHViIZ4AaABAg,04kJtp6pVXI,"This guy an idiot, if that's the best you can do, you have lost already!!  WHAT A BOZO!!",1,1,0,0,0,0,0,0,0,0,0,0,guy idiot s good lose   bozo,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugy6oqzu8FkIxZzVJyJ4AaABAg,04kJtp6pVXI,he can go back where he's from period big mouth MORON,1,1,0,0,1,1,1,0,0,0,0,0,s period big mouth moron,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
UgzC_c8tgugNMnlG48N4AaABAg,04kJtp6pVXI,"Muslims like to spit on white people.
Brought in by Muslims or nggrs I still wait for my  big plasma cheap  tv looted in some shop.",1,0,0,0,0,1,1,0,0,0,1,0,"muslim like spit white people 
 bring muslim nggrs wait   big plasma cheap   tv loot shop","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
UgzqKHuL0a2Rw3aQw3J4AaABAg,04kJtp6pVXI,Yep a Muslim bitch,1,0,0,0,0,1,0,0,0,0,1,0,yep muslim bitch,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
UgzrlizM92NKM2eGpvl4AaABAg,04kJtp6pVXI,Masri is unemployed,1,1,0,1,0,0,0,0,0,0,0,0,masri unemployed,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugg1pPxlPlgCFXgCoAEC,4rCweDxDqdw,"wait if they are in an area that has a majority of African Americans, doesn't it make since that the majority of people pulled over and searched or arrested in that same area would be African American as well? ",0,0,0,0,0,0,0,0,0,0,0,0,wait area majority african americans not majority people pull search arrest area african american  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugg2XFg6ay0y33gCoAEC,4rCweDxDqdw,"This video is liberal propaganda used to further divide people and fuel the chaos in Ferguson. Stay tuned for a trial with facts before deciding that ""evil white people"" are the source of all problems. And I mean straight up watch the trial, no fox news, CNN, or MSNBC. ",0,0,0,0,0,0,0,0,0,0,0,0,video liberal propaganda divide people fuel chaos ferguson stay tune trial fact decide evil white people source problem mean straight watch trial fox news cnn msnbc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggOHjEF4Yr5p3gCoAEC,4rCweDxDqdw,"THE UGLY TRUTH:

If you talk like a THUG, act like a THUG, walk like a THUG, and live like a THUG... Then you will die like a THUG!

""Live by the sword die by the sword."" - ""Don't hate the player, hate the game!""

This was not an innocent little child just walking down the street who got shot in the back. If we cannot blame the parents then we must look at the individual who in this case was an adult. 

What kind of music did he listen to?
What kind of videos did he view?
Who were his role models?
How did his environment affect him?
Who were the enablers?
Who did he associate with?
But most importantly, when will he be accountable for his own actions? Unfortunately, on this day, he chose the wrong pathway to his fate. 

You cannot rob a store and call it shoplifting. Heck, you might as well call it borrowing without permission. 

This was not his first crime and there were probably many unrecorded (not caught) negative actions by Mike Brown (MB). You cannot assault another human being without consequences. Or should we say ""he was just playing, it was no big deal, or it was childish"". Get real folks. The riots, looting, attacks, and threats has nothing to do with MB. It has to do with a culture who feel they are entitled and will use any excuse or propaganda to find any excuse to commit crimes in the name of ""No Justice - No Peace!""

Hands Up - Don't Shoot!"" - Please this culture needs to STOP, ""Pants on the ground, Pants on the Ground, Looking like a Fool, with your Pants on the Ground! Hat turned Sideways, Gold in your mouth, Looking like a Fool, with your Pants on the Ground!""

Let me say, THIS IS NOT ABOUT RACE! THIS IS NOT ABOUT LACK OF JUSTICE! 

JUSTICE, naturally in the street, will usually end in tragedy. This was the result of an immature with no respect THUG who believed he could use his size to intimidate. He probably did it in school and we know he did it in the street.

--------- REAL PARENTS (or those around them) would have not called what MB did ""Childish"". That was not, nor is childish behaviors. His behaviors were felonious and criminal. And to be frank, would have probably cost him his life elsewhere at a different time. REAL PARENTS would have stated, ""This was my son. What he did was wrong in this store and to the clerk. If in fact, the evidence shows my son assaulted this officer, and posed a threat by going after the officer before the shots were fired... Then may our son rest in peace as his actions we do not condone but this consequence was just due to his own choices and actions. We unconditionally love our son. However, we also forgive the officer. We apologize to the store clerk and we hope as a family and people can move on only to learn, our actions and how we live dictate our consequences, be it positive or negative. We would also like to support alternate methods in the event this does happen again using non-lethal weapons such as rubber bullets, taser, mace, etc. ----------- And to those who truly support change - NO SILENCE - NO VIOLENCE.

There is no sugar coat here. As a human, as a race, we need to be accountable for what we say and do. 

Lastly, If the officer was racist and he did shoot MB without rhyme or reason, or if he in fact, just targeted MB & DJ because they were black, and decided to gun down MB (in the back and front) even though he surrendered peacefully with his hands raised, THEN I would side with MB and those who support the cause.

But unfortunately, the evidence thus far does not support the above paragraph. 

Question 1: Would this still be the reaction, if the officer were a female?

Question 2: Would this still be the reaction, if the officer were Black/African American?

Question 3: Would this still be the reaction, if Mike Brown was gunned down by a peer of his own race?

Question 4: Would this still be the reaction, if Mike Brown were White?

Question 5: Would this still be the end result (death), if Mike Brown was productive at home, work, or school other than running the streets?

To the people:

""Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity."" - Martin Luther King, Jr.
I think it is safe to say, we are living in dangerous times because of this simple fact proving  this Martin Luther King, Jr.'s quote.  Unfortunately, it is coming from his own race and those supporting a lost cause.

To the people who cry wolf...

MJ

Please Repost!﻿",1,0,0,0,0,1,1,0,0,0,0,0,"ugly truth 

 talk like thug act like thug walk like thug live like thug die like thug 

 live sword die sword   not hate player hate game 

 innocent little child walk street get shoot blame parent look individual case adult  

 kind music listen 
 kind video view 
 role model 
 environment affect 
 enabler 
 associate 
 importantly accountable action unfortunately day choose wrong pathway fate  

 rob store shoplift heck borrow permission  

 crime probably unrecorded catch negative action mike brown mb assault human consequence play big deal childish real folk riot loot attack threat mb culture feel entitle use excuse propaganda find excuse commit crime justice   peace 

 hand   not shoot   culture need stop pant ground pant ground look like fool pant ground hat turn sideways gold mouth look like fool pant ground 

 let race lack justice  

 justice naturally street usually end tragedy result immature respect thug believe use size intimidate probably school know street 

  real parent call mb childish childish behavior behavior felonious criminal frank probably cost life different time real parent state son wrong store clerk fact evidence show son assault officer pose threat go officer shot fire son rest peace action condone consequence choice action unconditionally love son forgive officer apologize store clerk hope family people learn action live dictate consequence positive negative like support alternate method event happen nonlethal weapon rubber bullet taser mace etc   truly support change   silence   violence 

 sugar coat human race need accountable  

 lastly officer racist shoot mb rhyme reason fact target mb   dj black decide gun mb surrender peacefully hand raise mb support cause 

 unfortunately evidence far support paragraph  

 question   reaction officer female 

 question   reaction officer blackafrican american 

 question   reaction mike brown gun peer race 

 question   reaction mike brown white 

 question   end result death mike brown productive home work school run street 

 people 

 world dangerous sincere ignorance conscientious stupidity   martin luther king jr 
 think safe live dangerous time simple fact prove   martin luther king jrs quote   unfortunately come race support lost cause 

 people cry wolf 

 mj 

 repost","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,"People say blacks play the victim. 

But according to the comments its our fault that  the elected officals are racists. 

Whites had a good thing going in Missouri but they had to be racist.  

All white folks do is point fingers.  
Take these punk bitches out of power.  

We goin back to racism. 

Deport everyone else.  

 ",1,0,0,0,0,1,1,0,0,0,0,0,"people black play victim 

 accord comment fault   elect offical racist 

 white good thing go missouri racist  

 white folk point finger  
 punk bitch power  

 goin racism 

 deport  

 ","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UggSgP25ZN0a2ngCoAEC,4rCweDxDqdw,"Protest was converted into riot because majority of people wanted it. Don't be fooled by politicians,  they play serious games with common man. Take care everyone and save humanity. Peace!",0,0,0,0,0,0,0,0,0,0,0,0,protest convert riot majority people want not fool politician   play game common man care save humanity peace,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugh_2nNUObQRbHgCoAEC,4rCweDxDqdw,"Worst TestTube video ever: some of the inequality is by choice: (""white flight""), and or via change in demographics, etc. But the remaining residents DO have a say: THEY VOTE and can put up their own nominees and go to city council meetings and put their grievances before the councilmen, etc. Besides, if this is the supposedly ""post-racial era"" in America, what does the race of leaders matter? Oh, BTW, the title asked what really caused the riots: seems from most accounts the answer is out-of-town LAWBREAKERS.",0,0,0,0,0,0,0,0,0,0,0,0,bad testtube video inequality choice white flight change demographic etc remain resident vote nominee city council meeting grievance councilman etc supposedly postracial era america race leader matter oh btw title ask cause riot account answer outoftown lawbreaker,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!,1,1,0,0,0,0,0,0,0,0,0,0,punk blast reason cop not shoot,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. ",1,1,0,0,1,0,0,0,0,0,0,0,lot people entire medium miss huge crucial point micheal brown stop place day happen officer say mike brown walk street day later rob convenience store despite fact owner say store rob officer apparently fear life pd claim seriously injure altercation mike brown video show officer perfectly fine stand mike body hour shooting mike body   foot away officer mike apparently charge man police shit not shit bigot fucking idiot,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UghHKaYbyJMEp3gCoAEC,4rCweDxDqdw,You can say black. This piece came off a bit stiff due to the repeated use of African American.,0,0,0,0,0,0,0,0,0,0,0,0,black piece come bit stiff repeat use african american,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghHXFtt3YyAhngCoAEC,4rCweDxDqdw,I live in St. Louis and it's scary. ,0,0,0,0,0,0,0,0,0,0,0,0,live st louis scary,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghJ14Iw9IfBy3gCoAEC,4rCweDxDqdw,"Ferguson just like any American city is not a prison. If those or any other residents feel that are mistreated, discriminated against, or subjected to illegall search and seizure then my advice is move! Our country is vast and I am confident they can find somewhere in our great nation where they can find a place to be happy and successful. ",0,0,0,0,0,0,0,0,0,0,0,0,ferguson like american city prison resident feel mistreat discriminated subject illegall search seizure advice country vast confident find great nation find place happy successful,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghP2ZYNaUgv-XgCoAEC,4rCweDxDqdw,"I do believe that the correct word is caucasian not ""white"". Let's be correct in every regard. Great report though. I love the videos.",0,0,0,0,0,0,0,0,0,0,0,0,believe correct word caucasian white let correct regard great report love video,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghSDD6vMijHSHgCoAEC,4rCweDxDqdw,"In France, when I was in the military, they taught me that we could use a lethal weapon only if the other uses a similar/equal or superior lethal weapon against us or against another to defend ourselves; using a superior weapon is NOT/NEVER allowed.
I think that's a Noble French concept. B)",0,0,0,0,0,0,0,0,0,0,0,0,"france military teach use lethal weapon use similarequal superior lethal weapon defend superior weapon notnever allow 
 think s noble french concept b","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perhaps you should start teaching blacks that law and education is important, instead of treating them as special snowflakes?",1,0,0,0,0,1,1,0,0,0,0,0,start teach black law education important instead   treat special snowflake,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UghTL-UF1SEwzHgCoAEC,4rCweDxDqdw,While I agree with most of your report and I certainly think that the events that went down in Ferguson need to be investigated. Your statistics to support a targeting of a particular race by number of stops and searches can certainly be explained away by the fact that most of the population in that region is of a particular race given a greater opportunity that someone who is stopped is most likely going to be of that race. I think further analysis would need to be conducted to make that collation. I am not saying race is not a factor. I am saying statistics can be misleading and need to be considered thoughtfully before stating them as support for a statement.,0,0,0,0,0,0,0,0,0,0,0,0,agree report certainly think event go ferguson need investigate statistic support targeting particular race number stop search certainly explain away fact population region particular race give great opportunity stop likely go race think analysis need conduct collation say race factor say statistic misleading need consider thoughtfully state support statement,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ughtzm6ks6FsIXgCoAEC,4rCweDxDqdw,"Its funny doctors push drugs its legal, even tho prescription drugs are abused the most, whereas minorities get locked up for years because of marijuana known to be beneficial to the economy. The war on drugs started with the government who still supplies the streets to this day. Racial profiling is stupid. Caucasians commit the most mass shootings I don't see them being searched before they go in malls, movie theaters, schools etc",0,0,0,0,0,0,0,0,0,0,0,0,funny doctor push drug legal tho prescription drug abuse minority lock year marijuana know beneficial economy war drug start government supply street day racial profiling stupid caucasian commit mass shooting not search mall movie theater school etc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghzjrDLqleo9HgCoAEC,4rCweDxDqdw,"So you're implying that because most of Ferguson is black, but most of their elected or appointed officials are white, that it means that the majority of people in Ferguson isn't represented at all? That they mostly black population wouldn't happen to have voted for or support the white officials? And just because its median income is lower than that of MO or the US as a whole, is that because its population is mostly black, or is it just a statistic?",0,0,0,0,0,0,0,0,0,0,0,0,imply ferguson black elect appoint official white mean majority people ferguson not represent black population not happen vote support white official median income low mo population black statistic,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugi_4iRsu9Skx3gCoAEC,4rCweDxDqdw," Ridiculous liberal tripe meant to divide us along race/class barriers even more

If Blacks(I refuse to use the word African American) are oppressed by local Government then the community should band together and vote them out. Vote more blacks in. This is why we live in a Democratic Republic.
   Sorry, most of your arguments are nothing more than excuses and your criminal stats are the result of a large black community(68%?).  Blacks really need to stop listening to Democrats who preach a, ""You cannot win because the deck is stacked against you"" oppressive lifestyle. They'll never rise above their current conditions if they cling to liberal excuses. It's not the color of your skin, its the overall presentation. ",0,0,0,0,0,0,0,0,0,0,0,0,"  ridiculous liberal tripe mean divide raceclass barrier 

 blacksi refuse use word african american oppress local government community band vote vote black   live democratic republic 
    sorry argument excuse criminal stat result large black community   black need stop listen democrat preach win deck stack oppressive lifestyle ll rise current condition cling liberal excuse color skin overall presentation  ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will.
With the way most black people behave no wonder Ferguson is such a shitty place.
Most black people in the US are so fucking lazy.
I am saying this because of countless examples from my life:
1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn't black) that cleaned the entire house in 4 hours.
2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy.
Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only because their ancestors were once slaves. 
Well, Hitler killed most of my ancestors, do you see me with sagging pants and crying like a stupid bitch about it like those stupid black people?

The inequality of representation is probably because (again) black people are generally lazy or lack the skills required to hold such positions. 
The household income ties into my previous point (lazy/lacking skill = lower income jobs).
The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn't even graduate fucking high school?
The 80% worse healthcare is once again tied into the low income. More money = better doctors.
As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm..... interesting? maybe.",1,1,0,1,1,1,1,0,0,0,0,0,"
 way black people behave wonder ferguson shitty place 
 black people fucking lazy 
 say countless example life 
  grandmother get black house nurse bitch day grandmother complain agency send different woman not black clean entire house   hour 
  mom work hospital nurse black co worker constantly lazy 
 black people like good friend black like like brother fuck expect want ancestor slave  
 hitler kill   ancestor sag pant cry like stupid bitch like stupid black people 

 inequality representation probably black people generally lazy lack skill require hold position  
 household income tie previous point lazylacke skill   low income job 
 dropout rate school need take black people   ferguson hold high pay job not graduate fuck high school 
   bad healthcare tie low income money   well doctor 
 inequality enforcement completely unfair look black officer frisk black people hmmmm interesting maybe","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
Ugi74Ltg5U6W4XgCoAEC,4rCweDxDqdw,I might be wrong but when a majority of the black community don't vote wouldn't it make sense for there to be an inequality in the city government.,0,0,0,0,0,0,0,0,0,0,0,0,wrong majority black community not vote not sense inequality city government,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugi7FqQWmQYFGXgCoAEC,4rCweDxDqdw,Is there something wrong with her voice?,0,0,0,0,0,0,0,0,0,0,0,0,wrong voice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgignRhfXmAlhXgCoAEC,4rCweDxDqdw,"The more those people fuck up America, the more American will fucking hate them. ",1,1,0,0,1,0,0,0,0,0,0,0,people fuck america american fucking hate,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UgimajRNYpD17XgCoAEC,4rCweDxDqdw,Bill Cosby caused them,0,0,0,0,0,0,0,0,0,0,0,0,bill cosby cause,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgiYcJff050IdHgCoAEC,4rCweDxDqdw,"The US Justice Department has audited the Ferguson Police Department and found 180 counts of excessive use of police force against African-Americans from 2009-2014.  In addition, they found 7 emails containing discriminatory language on Department computers.  The Federal government is pursuing a criminal case against the Ferguson Police Department.  I wonder if Bob McCulloch will try to defend this one.",0,0,0,0,0,0,0,0,0,0,0,0,justice department audit ferguson police department find   count excessive use police force africanamerican      addition find   email contain discriminatory language department computer    federal government pursue   criminal case   ferguson police department    wonder bob mcculloch try defend,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgiZ0uPciaqqCHgCoAEC,4rCweDxDqdw,Is there something wrong with the audio?,0,0,0,0,0,0,0,0,0,0,0,0,wrong audio,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugj6KaiR6Y27RngCoAEC,4rCweDxDqdw,that's just flat out racist to say one race can't represent another equally. if majority blacks voted for the white people does that mean the blacks that voted didn't vote for their own best interest? and that the elected white official can't represent the black voters that put him/her in office?,0,0,0,0,0,0,0,0,0,0,0,0,s flat racist race not represent equally majority black vote white people mean black vote not vote good interest elect white official not represent black voter himher office,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjEVu1dSOaIJ3gCoAEC,4rCweDxDqdw,"The report on the 'Inequality of Enforcement' statistics can be found in the description, and here:
http://ago.mo.gov/VehicleStops/2013/reports/161.pdf

To those who are questioning the math here, please check it for yourself, we're not here to teach basic algebra! These numbers are not proportional. Our video scratches the surface, and we do encourage you to do supplemental research on their own if you wish to know more.",0,0,0,0,0,0,0,0,0,0,0,0,"report inequality enforcement statistic find description 
 httpagomogovvehiclestopsreportspdf 

 question math check teach basic algebra number proportional video scratch surface encourage supplemental research wish know","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjeXpjsshe9GHgCoAEC,4rCweDxDqdw,What's with all the dislikes? White people are that offended? You thought racism wasn't an issue anymore....think again,1,0,0,0,0,1,1,0,0,0,0,0,s dislike white people offended think racism not issue anymorethink,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UgjGXwDAaQDElXgCoAEC,4rCweDxDqdw,How come they call the 'blacks' African Americans but not European American to the 'whites' ?,0,0,0,0,0,0,0,0,0,0,0,0,come black african americans european american white,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjhYhKJO47d-XgCoAEC,4rCweDxDqdw," Did the IDIOT reporter do the survey on the percent of blacks that are involved in the following:- Gang Activities
ShopLifting
Car Jacking
Robberies
Robberies with assault
Teenage Pregnancies",1,1,0,0,0,1,1,0,0,0,0,0,"  idiot reporter survey percent black involve follow gang activity 
 shoplifting 
 car jack 
 robbery 
 robbery assault 
 teenage pregnancy","[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UgjMdghS2VaoXHgCoAEC,4rCweDxDqdw,"""Here there is no racism, here, you are all equally worthless!"" - Full Metal Jacket",0,0,0,0,0,0,0,0,0,0,0,0,racism equally worthless   metal jacket,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugj-oYTmB9sg6ngCoAEC,4rCweDxDqdw,"TestTube. Can you please explain to me how blacks get stopped and searched more than whites? If whites get make up 29% of the population and get searched 6.9% of the time while blacks make up 67% of the population and get searched 12.1% of the time, it's pretty obvious that whites are likely to get searched MORE. Do you want me to explain it further why that is or can you find someone in your team that actually remembers basic grade school math? I could go on and on about what is wrong about this video but it seems to have been already explained by others. Seriously, I do enjoy watching your channel, but the bias is strong with this one and almost made me want to unsubscribe. ",0,0,0,0,0,0,0,0,0,0,0,0,testtube explain black stop search white white   population search   time black   population search   time pretty obvious white likely search want explain find team actually remember basic grade school math wrong video explain seriously enjoy watch channel bias strong want unsubscribe  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjpvWbzRLwcsHgCoAEC,4rCweDxDqdw,"If the majority of the people in Ferguson are African American than why are their elected officials not African American? The mayor, city council, and police chief are all elected officials.  Are the people in the community not stepping up to fill those roles?",0,0,0,0,0,0,0,0,0,0,0,0,majority people ferguson african american elect official african american mayor city council police chief elect official   people community step fill role,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjRkXbzGzSBHngCoAEC,4rCweDxDqdw,My least favorite test tube video so far.,0,0,0,0,0,0,0,0,0,0,0,0,favorite test tube video far,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgjWd_JsIlOo9XgCoAEC,4rCweDxDqdw,"heard a Billionaire funded these organised riots ,what a fucken suck joke",1,1,0,0,1,0,0,0,0,0,0,0,hear billionaire fund organise riot fucken suck joke,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UgjyZIj3j48MXngCoAEC,4rCweDxDqdw,Please slow down! I cant tell if they sped up Ms Scully or if she was talking really quickly. Great video with great information it was just a little fast. ,0,0,0,0,0,0,0,0,0,0,0,0,slow not tell speed ms scully talk quickly great video great information little fast  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgzaiZ1HSxzNP7RuC8V4AaABAg,4rCweDxDqdw,While i dont agree with police action to kill the boy but that does not mean you can protest by looting and destroying your own neighbourhood. That is stupid because it makes people don't want to support your struggle.,0,0,0,0,0,0,0,0,0,0,0,0,not agree police action kill boy mean protest loot destroy neighbourhood stupid make people not want support struggle,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggLdovvjLOAV3gCoAEC,5vF4si3hoRA,Fucking savages! Protest sumthing real... Like how your government is robbing you and sendin your kids to an elegal WAR! You are the laughing stock of America congrats!,1,1,0,0,0,0,0,0,0,0,0,0,fucking savage protest sumthe real like government rob sendin kid elegal war laugh stock america congrat,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugh79Qc3dbNIKHgCoAEC,5vF4si3hoRA,i just came here to read the racist comments lol,0,0,0,0,0,0,0,0,0,0,0,0,come read racist comment lol,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
